NPs,Coating,Core_size,Shape,Dose,Type(Gram( +/-),Class,Family,Species,Duration,ZOI
ZnO,uncoated,18.0,irregular,600.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,8.0
ZnO,uncoated,18.0,irregular,600.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,18.0
ZnO,uncoated,18.0,irregular,600.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,20.0
ZnO,uncoated,18.0,irregular,800.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.5
ZnO,uncoated,18.0,irregular,800.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,18.0
ZnO,uncoated,18.0,irregular,800.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,22.5
ZnO,uncoated,18.0,irregular,1000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
ZnO,uncoated,18.0,irregular,1000.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,19.0
ZnO,uncoated,18.0,irregular,1000.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,23.0
ZnO,uncoated,18.0,irregular,1200.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
ZnO,uncoated,18.0,irregular,1200.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,19.0
ZnO,uncoated,18.0,irregular,1200.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,23.5
ZnO,uncoated,18.0,irregular,1400.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,13.0
ZnO,uncoated,18.0,irregular,1400.0,n,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas aeruginosa,24.0,20.0
ZnO,uncoated,18.0,irregular,1400.0,n,Gammaproteobacteria,Enterobacteriaceae,Klebsiella pneumoniae ,24.0,24.0
ZnO,uncoated,15.0,spherical,10.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,18.0
ZnO,uncoated,15.0,spherical,10.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,14.0
ZnO,uncoated,29.7,spherical,1000.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella enterica,24.0,8.0
ZnO,uncoated,29.7,spherical,2000.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella enterica,24.0,9.33
ZnO,uncoated,29.7,spherical,3000.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella enterica,24.0,10.67
ZnO,uncoated,29.7,spherical,4000.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella enterica,24.0,12.0
ZnO,uncoated,29.7,spherical,5000.0,n,Gammaproteobacteria,Enterobacteriaceae,Salmonella enterica,24.0,12.33
ZnO,uncoated,29.7,spherical,1000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,8.0
ZnO,uncoated,29.7,spherical,2000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,9.0
ZnO,uncoated,29.7,spherical,3000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,10.33
ZnO,uncoated,29.7,spherical,4000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,11.0
ZnO,uncoated,29.7,spherical,5000.0,n,Gammaproteobacteria,Enterobacteriaceae,Escherichia coli,24.0,12.0
ZnO,uncoated,29.7,spherical,1000.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,11.33
ZnO,uncoated,29.7,spherical,2000.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,12.0
ZnO,uncoated,29.7,spherical,3000.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,15.0
ZnO,uncoated,29.7,spherical,4000.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,16.0
ZnO,uncoated,29.7,spherical,5000.0,p,Bacilli,Staphylococcaceae,Staphylococcus aureus,24.0,19.67
